id	SARS-COV2_Mock	SARS-COV2_Mock	SARS-COV2_Mock	SARS-COV2	SARS-COV2	SARS-COV2	SARS-CoV-2_Rux	SARS-CoV-2_Rux	SARS-CoV-2_Rux
CHAMP1	53	322	224	111	114	106	161	194	128
COG7	29	191	154	74	63	72	128	102	82
ZNF830	58	233	204	510	590	519	833	884	594
SH2D5	12	58	64	60	69	65	91	81	56
ATP10D	26	124	76	37	34	19	26	29	14
NVL	61	329	246	78	90	71	108	141	102
BAHCC1	38	138	110	51	49	41	64	38	34
ARL4D	23	114	91	100	126	122	203	135	92
BAHD1	49	235	169	65	81	99	108	89	77
ZCCHC14	45	255	180	79	114	107	150	149	126
LYRM1	78	329	329	66	67	63	109	106	76
CRY1	41	206	167	270	296	325	353	418	313
PAPOLG	63	232	172	174	208	206	282	311	275
TADA2B	58	256	235	154	112	148	223	206	144
ATP6V0A2	51	289	190	47	63	47	95	68	58
MSL3P1	103	370	312	196	269	269	355	395	255
FBXL3	36	196	173	116	94	123	158	136	109
E2F6	71	439	355	257	312	332	458	509	346
CCNF	22	80	54	17	41	26	61	48	43
CELSR3	32	160	109	69	50	63	115	91	52
IKBKG	52	213	178	39	41	40	50	49	39
ACD	31	128	104	21	28	18	39	27	30
SPAST	68	315	240	61	90	107	115	126	84
ZYG11B	60	327	233	53	60	52	116	105	88
CCDC91	84	360	309	97	105	91	152	157	107
C17orf75	51	305	224	61	77	99	140	143	73
TBC1D22B	36	134	133	214	221	236	361	348	244
SPRR2D	0	1	0	0	0	0	0	0	0
CCS	25	193	173	15	33	29	56	60	39
GAR1	36	211	178	87	72	67	119	100	96
AKTIP	50	219	161	44	33	31	51	64	47
PLEKHO2	18	100	77	59	53	63	77	53	39
C1orf35	30	117	105	35	53	46	65	51	36
ORC6	25	201	95	53	62	47	58	57	46
HACL1	54	325	226	81	87	87	119	106	80
TSEN54	37	205	166	38	26	43	57	39	42
ESCO1	86	297	211	179	207	226	282	316	232
PRMT7	35	192	142	49	46	44	33	43	29
ZNF143	53	192	182	303	362	424	518	557	405
ZNF581	66	277	248	119	133	157	236	176	139
CRISPLD2	21	120	99	42	61	59	97	115	81
SIGIRR	24	142	114	42	24	32	42	37	29
KCNK6	11	64	63	12	17	28	36	37	22
GTSE1	6	25	14	6	6	7	6	8	7
WDR60	75	324	254	148	155	143	218	235	179
CRBN	72	363	269	214	213	247	348	349	238
GRAMD4	45	218	167	37	36	45	76	57	36
ZFYVE1	57	328	251	124	164	140	219	199	166
BMPR1A	53	320	266	97	94	83	159	185	111
FOXA2	63	254	200	206	238	227	322	243	202
LRRC32	2	23	19	14	12	12	24	21	11
RNASE4	59	273	254	51	78	66	101	87	52
EIF4ENIF1	34	182	129	114	111	102	167	174	127
VSIG10	38	241	187	62	77	69	101	73	88
SH3TC1	22	89	57	28	30	49	87	30	30
ARMC6	20	147	110	28	16	22	67	24	29
ARSJ	32	180	136	78	86	89	122	117	92
RRNAD1	46	241	175	36	54	54	107	82	58
NCF2	7	33	28	17	23	20	22	27	17
HAUS1	43	169	131	22	29	23	25	24	31
ETAA1	72	328	280	186	177	147	267	264	191
DCLRE1A	65	356	253	111	110	106	166	173	129
SLC25A17	50	282	237	47	54	55	88	66	61
MIF4GD	45	189	148	38	29	34	64	53	49
POP5	44	213	184	38	49	37	74	58	49
CEP85	30	158	115	50	44	40	58	60	62
DIRC2	53	258	226	31	34	43	64	60	45
UBALD1	35	225	183	86	96	89	153	80	73
RUFY3	43	194	157	72	75	79	108	113	100
GCNT2	78	282	236	107	76	74	128	135	104
CBLB	50	214	147	71	65	73	89	89	70
ISCA2	47	204	180	52	37	55	61	73	37
RAB40C	39	190	134	52	53	72	117	64	47
ACOT2	45	170	142	117	111	95	155	129	97
IKBKE	25	118	101	58	39	34	62	61	38
GTPBP6	27	83	70	24	20	11	45	31	24
SESN3	12	92	69	9	15	10	13	12	9
GXYLT1	136	787	572	251	275	314	494	453	387
TMEM192	48	232	188	51	39	51	77	97	72
MREG	20	88	77	35	36	46	53	40	30
RINT1	42	242	157	104	80	78	128	124	104
MAD2L2	38	175	109	29	30	40	38	22	31
SPOCK2	6	27	19	44	42	51	55	76	49
NPTX1	6	35	26	49	53	71	113	128	86
KLHDC4	55	238	147	55	52	72	117	104	60
AGL	46	255	190	87	106	96	154	135	106
RIC8B	86	456	326	161	169	157	276	247	196
SSSCA1	49	186	145	34	27	39	55	42	32
TSNAX	59	281	234	33	55	70	93	99	68
TP53RK	49	216	171	73	83	78	101	110	93
ALG12	24	150	133	22	23	18	44	23	27
OSBPL11	36	219	115	64	70	53	100	99	56
TET2	47	242	187	257	282	354	441	521	350
FAM214A	107	537	428	265	287	327	434	362	328
ZNRF3	46	232	216	92	69	98	162	127	81
GMEB2	24	206	149	158	153	181	261	251	174
SORL1	42	251	193	23	15	16	39	41	41
AKIP1	49	268	183	60	52	47	77	64	58
SPRED1	57	280	227	142	171	236	293	295	222
R3HCC1L	75	332	224	162	199	209	261	290	197
NDUFAF7	52	245	154	122	129	131	202	180	123
RCBTB1	58	252	230	54	56	50	81	71	63
SNUPN	44	178	147	52	47	43	68	67	67
GID4	41	261	157	67	77	77	106	126	82
NUF2	13	56	37	12	13	12	20	26	11
C19orf24	28	102	101	23	24	28	59	44	22
FUNDC1	47	234	206	107	113	103	164	161	112
ATF1	55	213	190	121	138	134	189	204	121
FAM129A	26	157	84	37	19	20	33	32	24
CNNM3	45	243	174	55	70	59	96	107	71
LRRC20	50	254	195	46	43	42	68	86	72
C12orf29	39	220	154	90	86	112	141	141	109
VPS37C	43	180	119	108	132	150	176	168	109
ZNF436	37	244	143	551	585	552	911	819	677
MTX3	74	317	204	85	87	89	152	140	121
CEP63	44	146	107	43	35	28	53	53	44
ANGEL2	39	263	171	47	74	43	85	89	51
ZNF654	129	737	476	810	1021	1094	1255	1477	1271
CARD8	44	248	225	83	80	79	92	79	72
GAS8	58	310	225	76	50	63	119	133	76
RNASEH2C	44	213	174	62	95	72	96	85	85
CPT2	55	275	207	48	34	40	64	51	56
ABCB10	81	343	280	54	48	46	74	79	79
MCCC1	43	255	208	92	70	88	146	144	111
PGS1	50	211	190	98	100	123	146	137	84
TMEM62	45	197	153	135	114	108	57	75	45
PLEKHA4	0	4	6	79	79	56	14	6	9
SLC35D1	51	265	234	79	79	78	137	89	75
TCHP	33	163	105	44	31	37	58	57	43
DBF4B	17	74	52	58	39	30	30	27	26
SLC35A5	62	272	226	52	60	51	79	76	66
MRPS14	44	224	161	162	160	156	242	220	166
ZBTB44	41	271	192	89	99	84	129	149	93
ZNF865	20	124	100	49	46	47	74	68	39
ACTR6	76	320	290	100	109	107	148	176	118
CMC1	51	194	198	25	32	26	50	47	24
GSTZ1	55	239	196	21	31	27	48	51	35
APH1B	102	486	393	127	103	118	198	177	134
WIPF1	54	221	188	95	98	83	143	141	120
C2CD2	69	292	212	46	70	50	97	106	83
GOLGA8A	36	126	123	51	48	46	98	79	56
CDIP1	32	174	130	49	58	52	96	56	54
MTIF3	20	120	99	34	45	45	37	47	37
WDR37	53	278	218	75	75	100	125	123	110
IQCB1	53	261	201	143	177	201	273	297	176
ASPSCR1	30	164	117	22	31	33	71	34	32
PRKACB	43	305	246	50	44	41	79	104	80
AGO1	37	169	110	33	35	27	50	37	38
IL1RL1	0	2	1	2	1	0	1	0	0
SPRYD7	30	147	150	32	50	35	60	62	46
FLVCR1	46	268	204	78	65	96	131	115	104
ZNF319	39	201	152	75	74	54	110	76	45
DYRK1B	102	459	327	69	80	79	117	93	79
XXYLT1	63	272	197	48	78	53	63	81	75
ZNF516	32	99	125	42	34	61	53	59	43
POLL	51	205	177	54	66	61	107	86	76
THBS3	56	163	211	71	71	63	108	103	87
IVD	64	266	194	35	19	32	54	50	34
ALKBH6	31	122	107	34	30	28	67	48	34
RSRC1	61	239	146	67	88	93	125	125	72
RPP25	52	237	188	71	83	64	99	78	84
ABHD10	66	250	196	47	50	43	80	76	78
GPSM2	11	51	28	12	15	21	21	26	26
TAF1B	71	315	234	127	162	158	208	183	125
MOB3B	5	21	26	30	25	33	15	21	12
MTF2	72	398	285	198	232	231	285	334	241
ZNF428	19	86	108	28	29	46	32	23	19
WDR72	114	579	490	143	168	155	285	272	186
TMED1	30	181	154	34	31	23	38	37	29
MAP2	16	75	46	32	45	27	18	16	11
ASF1B	12	108	53	9	9	9	14	11	10
GPN3	53	225	175	43	76	65	70	86	97
ATE1	56	258	183	50	51	60	136	113	83
RAP2A	54	241	199	64	47	65	78	81	71
SMUG1	44	166	162	36	32	28	63	50	42
RABIF	45	297	198	75	83	70	125	111	80
STIM2	36	173	114	53	46	35	52	52	35
RIN1	14	49	53	23	38	26	35	27	17
CXADR	86	442	342	113	148	153	174	175	148
RCOR3	45	260	191	145	160	152	260	248	188
INPP5F	32	211	152	48	78	61	93	122	93
ELF2	53	286	225	93	100	115	132	155	105
ODF2L	53	191	147	50	48	49	75	78	59
TBC1D10A	19	105	100	57	84	67	134	91	78
DANCR	45	219	194	135	180	146	212	239	157
MFSD2A	5	58	35	21	25	21	13	16	22
ZNF526	52	276	215	100	98	115	213	161	124
SNIP1	44	147	112	394	443	509	552	690	486
ROR1	83	384	328	111	109	87	280	212	167
RAB2B	26	182	126	181	187	235	307	329	226
CCDC174	66	279	252	350	391	472	638	585	439
LPCAT2	24	94	80	6	20	17	20	34	21
DNAJC19	31	154	98	26	28	28	43	51	22
NOL9	42	204	194	97	102	125	206	172	112
ZNF331	41	203	120	119	167	157	228	210	145
ZBTB17	34	134	103	155	197	209	308	222	158
NARS2	39	173	124	33	35	50	47	52	40
RNF113A	75	356	271	118	167	178	268	242	177
FAM160B1	57	336	282	158	139	162	187	200	111
SMAP2	24	137	135	55	42	53	56	90	74
HOOK2	21	100	85	47	35	39	65	49	36
MSL2	41	191	141	163	159	169	262	225	183
SEMA4F	41	270	184	49	51	44	67	53	65
TAB1	25	115	107	48	41	43	72	43	28
DCAF17	73	427	279	90	76	115	134	136	110
PCMTD2	40	218	172	51	61	73	118	92	69
DNAJC16	57	223	207	65	61	66	118	121	84
PEX11B	23	88	86	65	77	58	117	116	74
KIF18A	40	167	146	64	61	69	107	92	58
BCL7C	13	129	95	9	16	18	38	16	14
RPIA	41	207	181	76	78	53	104	95	58
OAF	9	62	48	30	28	20	16	16	19
MEIS3	46	225	196	54	59	47	75	59	38
L3HYPDH	69	309	244	71	80	91	130	115	86
CLSPN	23	138	62	27	27	18	24	34	22
UBXN2A	52	271	159	72	87	67	85	72	63
NME7	30	157	145	68	66	56	55	64	57
HAUS5	29	156	76	35	22	25	37	31	35
UVRAG	64	242	191	168	191	178	274	248	214
TMEM120B	61	256	255	59	57	61	138	99	72
KCTD18	46	202	160	81	79	69	111	132	74
LSM10	39	192	184	33	33	33	72	44	40
SLC25A30	41	110	84	54	61	49	92	97	61
RHBDD1	37	129	121	42	50	67	98	67	41
GRK5	51	225	200	58	72	48	117	110	63
ARV1	36	195	150	45	50	42	79	62	61
ZNF473	73	299	219	271	315	303	459	457	364
HES4	4	35	34	24	34	30	16	21	14
GHDC	38	126	110	36	37	36	46	45	28
TRNT1	52	300	218	160	155	192	278	272	202
METTL2A	55	250	175	112	136	110	138	203	111
UGGT2	73	338	273	92	109	120	139	158	129
FCGBP	100	445	376	85	62	59	142	85	72
G2E3	43	178	158	87	95	122	148	171	137
ZNRF1	59	235	245	75	58	59	97	99	60
FDX1	28	164	145	39	36	30	46	50	33
C19orf54	67	234	256	155	175	157	261	214	165
TFB2M	43	263	180	93	73	76	121	113	95
TLCD2	28	91	93	31	20	29	22	36	17
MALL	62	197	164	26	23	19	43	41	23
PIK3IP1	10	49	46	19	23	25	32	22	36
TRIT1	43	222	174	172	175	206	241	296	191
HOMER2	20	108	69	32	29	29	38	60	39
CHCHD4	29	142	98	33	54	60	64	74	47
PAAF1	50	240	171	43	31	29	60	72	37
MAPRE3	83	313	241	90	108	120	106	134	97
CTNS	32	168	157	30	32	39	58	39	27
KLHL2	38	150	101	29	47	26	64	61	39
TMEM99	30	172	194	56	75	60	126	109	73
KATNB1	34	172	113	17	12	14	48	25	19
SIPA1	32	133	126	40	52	40	83	57	46
IGLL5	0	0	0	0	0	0	0	0	0
DDX59	38	146	118	55	66	59	86	90	75
SLC30A1	63	508	339	318	371	313	559	454	425
VRK1	27	127	90	18	31	26	35	31	30
TUBGCP3	38	157	107	27	33	24	54	63	37
CBR4	26	155	97	55	47	64	80	78	47
COMTD1	23	78	92	16	25	24	32	25	16
FOXRED1	46	207	184	34	34	41	45	47	22
HIRIP3	26	127	116	26	33	24	62	38	30
SCMH1	31	148	131	89	76	92	132	112	84
CDC45	51	231	129	29	30	29	39	49	33
INO80D	62	298	197	345	344	413	565	497	435
ACTR8	44	193	169	59	52	56	93	94	62
4-Mar	21	101	71	46	55	54	78	55	38
CAAP1	65	322	289	97	117	136	140	150	115
STK36	40	189	160	25	30	26	51	47	36
HS3ST1	5	10	13	4	10	8	9	8	16
XRCC3	31	191	146	30	36	34	71	44	36
DCAKD	39	181	135	35	40	34	73	45	47
HELLS	62	309	190	77	81	68	124	87	78
STK17B	27	129	122	67	54	66	104	86	68
MIPEP	82	277	239	30	39	29	52	53	34
CDK11B	34	202	146	77	63	79	136	107	79
UTP14C	51	239	191	49	53	52	80	74	57
ABCC10	37	172	150	51	38	44	73	56	51
PITPNM2	46	238	185	93	75	83	96	114	67
DEAF1	42	188	171	87	87	88	116	90	93
TANGO6	49	221	153	62	57	47	105	75	58
CLP1	70	395	276	227	254	251	355	359	321
PRKCH	11	62	57	10	16	18	19	20	16
ZNF710	27	124	103	47	66	70	56	61	51
TCTA	49	161	183	29	34	32	79	62	52
MYH11	3	8	7	7	8	5	9	10	8
CBY1	59	219	201	28	53	43	65	61	51
SP2	42	143	130	48	79	67	115	105	76
DGCR6L	28	126	84	8	16	7	20	14	21
CDS1	4	21	13	6	5	11	11	16	14
CRLF3	31	189	133	78	82	79	151	107	93
SRBD1	43	221	180	109	123	126	192	167	113
NCKIPSD	39	249	184	50	58	56	93	100	70
PI4K2B	31	156	116	100	91	74	36	39	42
HSD17B7	33	159	116	53	57	67	92	73	78
PPP2R5B	42	241	182	156	161	201	237	229	167
ATXN3	60	278	233	72	85	96	137	133	103
PICK1	43	163	116	69	73	54	111	78	55
NTHL1	26	157	160	18	16	16	37	26	18
TMEM44	29	178	137	72	79	80	105	106	69
PRKCZ	23	113	110	40	28	21	57	19	41
EMC9	43	350	289	150	168	135	174	169	123
ZNF593	16	91	66	34	34	36	51	49	32
ARL14EP	51	254	198	160	175	184	222	290	219
TMEM30B	3	6	4	0	1	1	1	1	1
ABCA12	136	538	439	78	74	50	152	71	94
INTS12	27	160	122	112	120	112	138	153	105
PIK3CA	33	125	90	59	64	57	73	70	59
TTC28	59	251	177	112	83	93	126	98	73
DDX20	42	184	160	136	138	117	206	187	171
APIP	57	248	216	54	70	58	93	75	74
RARB	65	264	214	88	134	116	138	133	115
YEATS4	38	196	134	63	52	57	93	90	65
NAB2	10	86	51	47	63	63	56	46	34
GPATCH2L	40	192	129	153	181	172	237	236	196
SLC38A7	72	223	250	45	57	37	78	64	42
ZNF358	20	88	76	12	20	19	45	31	11
LIG4	29	257	197	150	179	187	310	257	190
PPP1R12B	76	306	243	140	123	111	201	169	154
TCAIM	63	296	250	44	48	34	70	72	55
HDAC4	45	179	118	54	48	55	100	76	62
JDP2	28	148	138	60	81	73	105	63	54
ERCC2	31	178	132	28	22	29	52	44	29
TMEM256	53	240	208	53	60	64	88	88	50
NCKAP5L	51	220	138	75	74	86	130	55	62
TMEM135	62	356	301	82	75	72	131	155	74
TGIF2	20	90	74	80	76	91	110	116	73
TRAPPC6A	31	148	136	15	18	16	20	11	9
ZNF343	55	294	197	129	127	119	206	168	144
DECR2	33	200	199	29	51	33	83	52	46
STAMBPL1	33	177	174	114	101	105	132	125	89
FAM114A2	23	117	84	23	23	30	42	56	23
XDH	15	94	103	70	54	69	78	45	40
CEP68	69	324	258	58	61	66	116	133	90
THYN1	36	134	113	18	16	21	22	23	22
FAM98B	31	142	127	30	24	30	30	62	58
ANGEL1	34	184	126	19	16	26	48	45	25
FCHSD1	14	85	74	56	63	62	89	66	44
ELP6	53	189	155	32	30	20	52	39	27
BCL7A	37	207	173	220	194	247	330	296	195
MAGOHB	52	232	198	119	145	167	181	211	137
PIGR	0	2	5	20	21	29	39	33	19
COA5	54	301	256	80	77	90	144	156	116
HHEX	60	243	253	124	93	115	154	109	103
TTC13	41	249	156	33	31	29	56	86	50
C1orf74	9	49	35	18	12	13	19	15	24
USP37	45	222	170	396	513	643	601	895	591
CDKN2AIP	55	249	167	297	308	307	464	460	339
EPSTI1	0	2	2	22	17	13	3	1	2
CHTF18	6	45	23	2	2	4	8	5	8
ZSWIM4	14	88	72	101	102	101	127	125	80
SPPL2B	22	168	160	21	28	23	61	36	26
DZIP3	41	237	176	59	62	63	99	99	82
DDX19B	47	191	130	37	35	21	64	47	33
WHAMM	58	210	162	235	237	255	270	258	199
SAMD1	28	141	96	28	44	32	60	42	47
HLCS	61	250	214	58	52	59	132	104	73
MED11	50	224	229	53	50	62	104	89	64
UBXN7	45	164	142	244	268	234	393	378	252
GTF2E1	73	320	253	138	145	160	246	238	167
SLC35A3	56	216	186	67	61	58	87	97	78
ZNF580	47	181	156	104	101	97	181	137	115
SSBP4	24	111	82	17	18	29	50	41	25
MIB2	26	122	61	30	25	33	61	20	18
PPIP5K1	26	138	105	20	19	6	33	25	27
NUBP1	29	153	149	37	45	46	69	57	34
GCH1	18	98	69	69	90	76	91	67	58
CCDC9	34	111	105	86	81	98	90	104	66
FANCL	71	259	202	146	157	174	230	227	153
PECAM1	0	1	2	1	0	1	2	3	1
NFIA	52	264	183	59	46	48	76	85	53
CHRNA5	49	306	196	48	58	53	56	71	62
KLHL20	56	268	233	207	225	218	297	310	221
ALMS1	56	226	169	83	93	84	136	124	88
GMPPB	21	129	116	27	35	15	40	29	24
NPNT	15	92	80	9	7	14	27	24	16
GK5	28	160	121	41	39	72	108	87	62
RMI2	25	96	88	16	32	17	19	26	22
GPD1L	91	511	377	51	46	52	139	100	80
KRT4	25	86	106	1	1	3	5	3	2
CMBL	98	500	425	71	60	50	114	89	78
ALOX15B	0	0	0	3	0	0	0	0	0
MAPK12	26	126	106	33	33	33	59	63	40
CCDC51	28	195	142	36	40	41	92	61	51
SRD5A3	59	324	253	61	79	75	68	97	63
PAN3	40	182	165	126	157	157	240	272	172
CASP6	28	136	130	28	27	23	46	26	36
SPRR2A	0	0	0	0	0	0	0	0	0
ZNF445	58	308	238	49	62	51	90	85	60
ZHX3	29	155	102	25	30	37	56	54	57
TRAF6	30	222	167	144	149	150	204	197	136
PHF10	57	262	214	86	119	102	143	144	119
CLCN6	28	119	100	97	108	90	177	155	122
ANKRD13C	45	255	195	81	105	84	167	130	106
TXNL4B	53	219	197	103	82	98	99	86	82
NLK	56	244	206	157	178	175	259	253	189
LRRC45	18	85	56	9	8	11	15	13	15
GPATCH1	65	287	209	174	176	201	256	275	165
GABPA	51	208	171	68	88	86	135	115	90
SCRN3	35	172	169	43	36	45	57	59	44
ESAM	4	36	24	8	13	9	14	10	6
ANKRD54	32	180	163	52	49	53	81	58	54
TANGO2	43	227	190	46	44	47	83	65	52
BLM	18	100	47	29	25	28	28	44	30
HIST2H2BE	35	182	144	976	1015	905	1521	1542	1181
SIRT6	43	221	171	98	132	151	185	113	96
CLDN5	0	1	0	0	0	0	0	0	0
SMIM14	70	365	355	54	83	67	57	78	54
EVI5	38	208	139	46	57	71	90	94	75
LRRC40	36	160	133	61	65	67	109	104	104
UHRF1BP1L	63	362	208	169	184	212	295	279	184
RPUSD4	43	179	147	65	62	57	86	66	64
ROGDI	27	122	115	16	17	13	32	34	23
DNAJB14	57	283	255	80	73	80	133	104	86
EIF2B3	35	165	127	28	28	15	42	42	33
PLCE1	62	323	243	49	62	50	118	84	72
RAD18	31	230	203	77	87	80	137	124	105
MPHOSPH9	53	208	163	59	68	73	90	116	80
GPR137B	31	168	130	48	44	45	46	74	32
TROAP	5	21	14	3	8	9	18	5	11
SASH1	18	87	68	33	44	43	44	45	37
TAF13	27	144	113	77	74	90	121	143	79
CACTIN	7	70	40	33	41	41	67	35	37
PTRHD1	62	214	165	27	35	22	45	28	17
WBP4	36	129	131	147	128	168	180	217	132
RASA3	26	135	87	49	50	68	57	73	37
PLEKHG4	53	323	312	68	81	68	156	106	66
HSD11B1	1	12	9	4	1	2	1	2	2
BCL2L11	46	185	156	109	103	87	235	148	128
MVB12A	26	128	112	22	19	21	24	25	12
FOXRED2	60	291	190	29	15	20	54	26	28
SLCO2A1	0	0	0	1	1	0	0	0	0
RCE1	48	260	267	88	85	97	136	131	74
POLQ	27	174	99	45	43	37	52	51	34
MRPL54	23	78	79	18	27	16	32	35	11
CPNE8	78	333	309	112	137	142	176	203	166
HOPX	0	1	0	0	0	0	0	0	0
SLC37A4	19	111	99	20	28	33	24	42	22
KREMEN1	12	61	50	8	7	11	29	14	11
ZNF544	35	175	120	38	32	44	77	43	40
C12orf4	39	136	112	149	170	171	260	263	190
NDST2	39	133	101	56	37	40	60	54	52
PRRG4	12	47	47	25	22	20	15	17	14
TLCD1	53	294	193	29	35	31	51	46	38
USP21	38	155	142	135	147	148	262	226	166
TEAD4	46	231	178	42	41	66	54	58	38
GSTM3	30	163	138	21	20	19	39	33	21
KLF11	44	219	139	429	384	525	639	711	466
BCL9	38	108	93	54	51	61	108	95	65
MTHFR	39	194	150	95	79	88	144	94	114
PRSS12	5	12	15	7	3	4	7	8	5
MT1A	1	14	12	2	8	8	5	3	4
TROVE2	85	435	271	172	193	210	267	287	206
ZFYVE19	33	190	144	46	31	28	57	39	30
SIPA1L2	122	579	423	173	169	149	338	353	263
RPH3AL	52	285	245	112	107	99	191	142	72
CTDSPL2	43	258	180	230	313	363	394	476	311
METTL14	45	184	129	89	84	97	107	157	96
PCDH9	51	246	222	45	58	38	81	66	66
LGALS9	4	39	31	78	109	76	88	62	51
TMEM161A	31	149	138	13	19	18	38	32	16
CDCA3	8	43	20	12	1	4	4	10	2
THEM4	68	300	231	45	37	37	58	62	59
WISP2	113	419	508	154	178	183	197	171	128
KIAA1549L	11	74	36	45	49	60	77	77	60
ARRB1	95	387	330	104	117	85	264	223	156
PIGW	51	215	186	170	160	179	284	245	249
PARG	71	318	244	84	83	70	112	130	99
BBIP1	63	284	223	63	69	76	105	84	85
NDRG2	20	52	57	6	9	9	19	12	9
PHLPP1	23	173	170	135	117	135	158	139	97
NELFA	36	151	111	57	88	75	115	101	51
PPIL3	54	241	188	106	155	158	180	240	151
SMAGP	11	46	43	18	16	12	16	19	17
BMP2	19	90	53	100	107	113	96	105	78
CCP110	72	377	240	99	108	111	184	175	144
SOX13	13	88	56	49	52	36	35	53	35
TMA16	52	242	197	71	63	65	75	89	56
BATF2	1	12	5	180	127	98	9	7	2
SLC39A3	26	111	82	56	52	40	70	59	57
ARID5B	66	266	222	167	117	134	175	128	110
GCSH	20	84	57	10	10	10	14	12	8
MOB3C	12	48	35	65	49	47	29	33	29
EXO1	28	125	77	11	26	15	24	20	19
APOOL	53	241	182	77	77	85	86	120	90
CCNE1	76	319	234	97	99	111	130	134	86
SIK2	39	182	127	49	40	49	91	84	69
PEX14	39	137	127	54	60	59	83	78	49
DEPDC1	8	35	25	8	11	13	15	7	14
RAB11FIP2	73	422	330	145	170	234	244	224	185
PTPRG	67	336	260	49	32	43	79	68	64
TTC23	49	190	163	87	72	65	118	139	91
ACAD10	35	188	177	49	40	33	78	56	56
IL15RA	4	33	19	41	53	34	15	10	9
DYRK4	40	188	151	59	56	64	82	72	62
ST3GAL4	23	115	77	26	39	47	54	31	33
SHQ1	46	255	201	46	49	59	47	64	55
FBXO45	33	179	133	65	67	81	127	125	72
DBT	45	208	169	38	46	51	66	63	50
GMCL1	139	680	597	92	91	112	153	149	110
MED28	34	197	140	52	58	57	62	66	55
GATA6	19	138	122	132	170	201	207	203	137
ZBTB18	61	241	229	179	180	213	342	401	280
INPP5A	60	246	196	43	47	36	91	90	57
ACSS1	58	286	270	54	51	45	89	84	70
SNHG12	26	149	105	132	155	159	190	183	98
ADCK2	35	165	151	49	45	32	84	85	58
ALKBH2	40	149	151	37	37	43	92	68	59
SMIM13	85	360	297	122	142	140	177	185	138
CLPB	71	338	253	52	37	30	67	61	50
CAPN10	15	99	83	25	44	22	51	26	25
GAL3ST1	123	513	466	90	105	105	160	134	90
TMEM134	47	192	187	28	33	36	65	41	33
SOCS2	36	116	133	147	163	140	230	171	159
MROH6	9	48	38	9	8	8	14	10	9
CENPA	4	33	27	40	50	54	91	84	64
CENPJ	41	150	103	78	79	77	103	147	75
DIP2C	58	309	231	298	310	351	509	514	336
MLF1	34	198	145	54	52	52	68	74	54
ITGAE	53	244	217	56	67	80	89	102	75
AP1AR	48	191	193	37	44	44	78	82	51
CREBRF	38	210	175	702	860	1052	1277	1534	1008
HERC3	25	98	105	39	39	47	32	51	46
ZNF639	38	183	142	201	227	253	327	367	242
DZIP1	54	313	198	95	122	107	154	136	95
ANKS3	35	163	125	43	42	46	83	65	50
ELFN2	41	215	196	35	39	23	81	67	44
MFSD11	77	368	297	94	85	86	136	121	109
CACNA1H	76	462	373	70	63	66	137	91	62
WNT7A	1	1	3	1	2	0	1	1	0
ATG14	65	324	212	224	266	316	356	412	249
CES1	71	337	270	34	30	20	36	34	22
TMEM254	29	165	109	38	44	39	59	79	59
IFT122	23	145	110	17	18	13	29	26	26
OSGEP	34	184	126	49	34	51	91	75	50
SSX2IP	51	253	172	33	39	25	53	47	41
KIAA0754	40	223	150	27	24	15	51	44	35
ADAT1	50	246	177	43	41	38	89	86	60
HOXB7	66	312	260	57	58	54	73	93	47
BBS7	35	209	127	71	75	65	99	111	85
ING5	28	139	116	85	75	70	113	98	76
C22orf46	31	157	115	33	30	12	57	52	27
LINC00641	45	298	156	687	785	880	1069	1193	879
TMEM160	5	30	34	6	8	6	8	3	2
TMCC3	3	19	17	15	11	11	4	15	5
FRA10AC1	21	143	92	71	89	81	155	128	75
EHD3	41	214	173	48	47	40	55	61	46
FAM173A	25	72	69	7	12	10	28	10	16
FBXO42	39	241	185	101	106	110	142	130	118
PHF13	37	182	142	120	127	151	149	159	120
DCAF15	25	93	76	35	31	28	40	58	31
TUBG2	31	152	126	45	65	48	107	108	65
ATAD3B	3	20	11	3	2	2	5	3	3
LAPTM5	1	19	3	12	1	0	0	4	7
MUC20	3	17	12	7	5	6	10	13	7
ZNF276	29	122	86	51	46	56	87	57	39
COG8	41	170	143	32	31	34	56	41	45
CD40	12	53	41	17	23	20	27	23	11
SCN9A	116	505	438	117	100	100	161	146	108
LOC339803	66	251	202	43	45	43	85	73	73
RNF2	34	159	141	42	50	53	55	66	52
EXOSC6	25	145	99	35	33	25	46	48	39
MED18	30	146	121	102	109	109	144	125	105
ASMTL	53	271	174	51	55	45	62	86	42
TBC1D25	35	157	129	89	97	71	132	141	83
RNASEH2B	24	178	148	27	31	44	52	51	36
FAM220A	40	187	168	53	54	58	108	116	97
DNMT3A	62	252	211	87	84	94	120	137	101
FAHD2A	24	109	89	27	27	26	46	38	24
PLK4	18	88	54	56	39	43	72	51	64
CADM4	31	207	160	30	30	37	50	46	28
RUFY2	49	281	168	83	88	83	142	168	122
BAG4	58	213	155	87	103	97	139	139	102
ARHGEF10L	22	117	91	37	39	26	78	44	26
TNFRSF11A	32	150	103	60	68	89	73	96	69
PGPEP1	78	321	223	70	69	54	163	105	78
EFR3B	74	287	231	95	105	75	111	116	90
NLRX1	48	208	186	34	52	29	82	68	49
LMBR1L	38	210	160	56	59	60	97	89	55
KLK5	0	0	1	0	0	0	0	0	0
